Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
SIMP,635,4.098360655737705%,610,610,635,610,1562,141775,8907710,9843332
DSNG,1660,4.075235109717868%,1595,1595,1700,1595,2343,66836,11120761,17595738
PIPA,180,4.046242774566474%,173,170,184,165,7155,931524,16474629,616697
MBMA,520,4%,500,515,530,505,10258,1236559,64097730,56157618
ADMR,1570,3.9735099337748347%,1510,1510,1590,1505,7740,400315,62021850,64185260
DKFT,665,3.90625%,640,645,670,645,628,39889,2631364,3749434
JAWA,160,3.896103896103896%,154,151,167,150,2947,218424,3524071,2597272
TOBA,535,3.8834951456310676%,515,515,535,515,1059,63084,3317704,4450939
FORE,810,3.8461538461538463%,780,780,825,780,2002,67396,5444193,7223871
ARTO,945,3.8461538461538463%,910,910,955,910,2829,130142,12250769,12968016
DGNS,278,3.731343283582089%,268,266,280,266,74,3606,98852,382250
TCPI,1705,3.64741641337386%,1645,1635,1730,1630,1927,28179,4758029,8525000
BAIK,240,3.4482758620689653%,232,232,250,230,1528,92399,2204275,270599
GTRA,244,3.389830508474576%,236,238,248,234,112,2019,48845,462228
ASGR,2160,3.349282296650718%,2090,2090,2160,2080,1059,11643,2465937,2913366
BWPT,124,3.3333333333333335%,120,119,127,118,5337,1680003,20690072,3909136
DSFI,93,3.3333333333333335%,90,90,99,89,6666,419819,3947368,172714
BATR,93,3.3333333333333335%,90,91,94,90,112,5339,49201,281328
LION,374,3.314917127071823%,362,358,384,358,102,456,17069,194540
TLDN,635,3.2520325203252036%,615,615,635,610,469,9497,596734,8221047
AKSI,382,3.2432432432432434%,370,372,410,362,1246,34027,1322845,275040
DEWA,382,3.2432432432432434%,370,368,384,366,34867,7919541,298078474,15542600
DSSA,1120,3.225806451612903%,1085,1095,1130,1095,33267,2435782,272251334,215754650
PDES,388,3.1914893617021276%,376,370,390,370,436,15945,605302,277420
GGRP,328,3.1446540880503147%,318,318,328,318,217,6958,226754,3972531
PKPK,4300,3.117505995203837%,4170,4170,4330,4140,735,13029,5495432,5160000
MAPA,665,3.10077519379845%,645,645,675,645,1325,91622,6053303,18955160
YPAS,1350,3.0534351145038165%,1310,1315,1475,1315,287,1032,143760,901800
POWR,1015,3.0456852791878175%,985,990,1020,965,2308,102344,10214717,16328463
PSDN,136,3.0303030303030303%,132,132,144,132,2320,154211,2136366,195840
IRSX,410,3.015075376884422%,398,402,420,392,3897,456239,18526139,2539969
COCO,137,3.007518796992481%,133,133,139,131,9389,3140086,42546318,1950582
KICI,282,2.9197080291970803%,274,276,296,276,1032,59528,1706503,77832
KIJA,181,2.840909090909091%,176,175,188,174,14519,3205773,58095590,3769305
RANC,550,2.803738317757009%,535,550,550,545,15,138,7580,860468
RSCH,442,2.7906976744186047%,430,430,446,428,4263,264010,11497904,1171300
DAAZ,1670,2.769230769230769%,1625,1630,1800,1625,311,3892,661423,3334990
CGAS,149,2.7586206896551726%,145,147,157,145,1266,65864,1002573,263953
AGII,3390,2.727272727272727%,3300,3300,3580,3260,1125,27031,9218305,10395977
ADRO,2670,2.6923076923076925%,2600,2600,2700,2590,10879,433510,115399226,76897320
AHAP,115,2.6785714285714284%,112,112,120,111,4647,676735,7799435,563500
MBTO,155,2.6490066225165565%,151,151,155,151,372,35360,538879,165850
SAMF,316,2.5974025974025974%,308,308,318,308,61,380,11911,3239000
SKRN,408,2.512562814070352%,398,398,412,390,134,1998,79606,3060000
BDKR,164,2.5%,160,160,164,158,2317,209802,3380006,774917
BNBA,820,2.5%,800,810,820,800,110,2007,163958,2750378
YOII,85,2.4096385542168677%,83,83,86,83,420,54246,457018,333794
BRAM,4700,2.3965141612200433%,4590,4590,4700,4570,11,13,6028,2115268
GRIA,171,2.3952095808383236%,167,166,178,165,862,66634,1135684,1261248
LABS,172,2.380952380952381%,168,168,180,168,1080,66088,1148945,679400
CLEO,432,2.3696682464454977%,422,422,440,422,1602,173354,7492941,10368000
UVCR,174,2.3529411764705883%,170,175,177,165,5098,1038747,17786027,348025
PTIS,266,2.307692307692308%,260,260,270,258,112,1293,33803,146344
JAST,90,2.272727272727273%,88,88,90,87,498,35369,312661,97432
INDY,2760,2.2222222222222223%,2700,2700,2770,2700,2865,111067,30456188,14380130
JECX,1380,2.2222222222222223%,1350,1350,1395,1340,897,16303,2235358,4489447
SMGR,1620,2.2082018927444795%,1585,1590,1625,1580,3038,144611,23275329,10937495
SDMU,93,2.197802197802198%,91,91,93,90,588,81483,743807,209314
SGER,700,2.18978102189781%,685,685,715,685,3028,487418,34161534,10910837
GOLD,282,2.1739130434782608%,276,278,298,272,111,1957,54584,360192
NCKL,940,2.1739130434782608%,920,920,945,915,3991,323285,30154696,59312684
AMFG,3320,2.1538461538461537%,3250,3330,3330,3310,4,4,1329,1440880
UANG,4300,2.137767220902613%,4210,4350,4630,4210,4948,40495,17950105,5203000
BMRI,4350,2.112676056338028%,4260,4340,4350,4300,17362,1105809,478987829,401940000
EMTK,494,2.066115702479339%,484,484,494,482,2587,264920,12944942,30344667
LTLS,995,2.051282051282051%,975,970,1005,970,131,879,86639,1552200
SMDR,398,2.051282051282051%,390,388,400,388,2011,240218,9494095,6517489
BBKP,51,2%,50,50,51,50,914,592851,2994611,9476814
MINE,306,2%,300,300,310,290,685,29813,895213,1249837
APIC,412,1.9801980198019802%,404,404,414,396,492,22632,917187,4847721
FPNI,515,1.9801980198019802%,505,505,530,500,720,33979,1743284,2866703
KOPI,206,1.9801980198019802%,202,206,240,197,3283,130684,2863135,143637
KLBF,775,1.9736842105263157%,760,760,775,760,6578,678800,51988902,36280378
SMKL,156,1.9607843137254901%,153,154,158,152,59,1685,26311,533221
KKGI,312,1.9607843137254901%,306,306,314,304,829,46439,1443917,1560000
KONI,2090,1.951219512195122%,2050,2050,2090,2010,21,75,15597,652080
BUKA,105,1.9417475728155338%,103,103,107,102,1375,742317,7749473,10832545
GPRA,105,1.9417475728155338%,103,102,105,100,1900,1111508,11388750,449049
CENT,106,1.9230769230769231%,104,104,110,100,2180,199112,2110376,3305447
AMRT,1325,1.9230769230769231%,1300,1300,1325,1295,3542,212718,27943872,55019965
RMKO,326,1.875%,320,316,332,312,766,35156,1132576,514011
BOLT,820,1.8633540372670807%,805,805,825,805,72,612,50027,1921875
ANTM,3280,1.8633540372670807%,3220,3250,3290,3190,16985,712113,231338078,78820908
HELI,220,1.8518518518518516%,216,226,228,210,306,10965,238358,183230
NIKL,222,1.834862385321101%,218,218,226,214,655,42746,940678,560184
PAMG,56,1.8181818181818181%,55,55,56,54,224,26922,148287,175000
TAPG,2250,1.809954751131222%,2210,2200,2290,2200,4606,165195,37190169,44668215
AMAN,226,1.8018018018018018%,222,222,228,212,124,5278,116452,875411
PSAB,565,1.8018018018018018%,555,555,570,550,3753,616110,34363617,14949900
EMMI,342,1.7857142857142856%,336,336,342,320,802,13712,453717,596057
SBMA,114,1.7857142857142856%,112,112,116,111,209,14857,169041,106012
SICO,115,1.7699115044247788%,113,113,116,113,361,28606,327408,104659
JATI,116,1.7543859649122806%,114,114,118,113,1240,242200,2805843,378452
KRAS,232,1.7543859649122806%,228,228,238,228,390,22685,524730,4488364
BMTR,116,1.7543859649122806%,114,115,116,114,2385,317027,3650331,1923744
IPOL,117,1.7391304347826086%,115,115,117,115,116,2786,32345,753875
GMFI,59,1.7241379310344827%,58,57,59,56,3206,1092984,6278233,7365280
AMAR,238,1.7094017094017095%,234,234,238,232,98,11676,273708,4330954
AGRS,60,1.694915254237288%,59,59,60,59,108,21684,127984,2842023
PICO,180,1.694915254237288%,177,180,188,176,361,9531,171294,102308
SOTS,600,1.694915254237288%,590,600,600,590,38,1031,60963,600002
MYOR,1515,1.6778523489932886%,1490,1490,1525,1490,3525,92170,13955155,33873430
EMAS,7600,1.6722408026755853%,7475,7475,7650,7300,5569,108034,81362855,111958382
LIVE,185,1.6483516483516485%,182,183,186,182,198,9820,180193,849706
BSSR,4960,1.639344262295082%,4880,4880,4960,4870,980,13166,6497750,12977840
AMIN,250,1.6260162601626018%,246,246,268,242,253,2441,60927,270000
BUAH,500,1.6260162601626018%,492,492,500,486,109,3360,166384,1000000
IMJS,188,1.6216216216216217%,185,183,190,183,305,16521,305862,2039661
PZZA,188,1.6216216216216217%,185,185,206,183,1281,48941,954117,568113
GIAA,63,1.6129032258064515%,62,62,64,62,1995,540131,3402341,25646777
RBMS,63,1.6129032258064515%,62,62,63,61,701,136047,836311,167341
SWID,126,1.6129032258064515%,124,127,129,123,533,50071,628412,678512
KMTR,254,1.6%,250,252,254,250,20,1686,42492,2086703
PYFA,254,1.6%,250,254,258,244,988,123412,3083393,2854135
BAPA,128,1.5873015873015872%,126,125,128,124,800,44382,559255,84708
EXCL,2580,1.574803149606299%,2540,2540,2590,2530,1531,30416,7771047,46955645
SNLK,258,1.574803149606299%,254,254,258,250,972,253678,6439004,116100
BNII,194,1.5706806282722512%,191,192,194,190,248,29839,571575,14619342
CTTH,131,1.550387596899225%,129,129,135,128,1993,203353,2670589,161240
BYAN,11525,1.5418502202643172%,11350,11350,11800,11200,3561,29081,33535808,384166686
MDIA,200,1.5228426395939088%,197,200,206,192,7724,1997177,39749138,7843108
RODA,67,1.5151515151515151%,66,67,69,65,4061,344659,2315083,910673
BRNA,670,1.5151515151515151%,660,670,690,660,377,7154,480187,656004
EKAD,402,1.5151515151515151%,396,396,406,390,790,37096,1485065,1404538
RANS,202,1.507537688442211%,199,200,206,197,4925,656466,13156446,2547069
GJTL,1350,1.5037593984962405%,1330,1330,1355,1330,408,24587,3301944,4704480
DCII,195800,1.503369621565578%,192900,193000,195800,193000,7,7,135908,466737447
MSKY,69,1.4705882352941175%,68,68,71,68,746,116795,804538,137612
KSIX,414,1.4705882352941175%,408,408,414,404,58,3250,132725,885062
LSIP,1735,1.461988304093567%,1710,1710,1740,1700,2207,89379,15481516,11832637
INKP,8725,1.4534883720930232%,8600,8600,8850,8600,2655,38202,33284043,47734326
DKHH,70,1.4492753623188406%,69,69,74,69,1899,324244,2323133,178522
BAJA,280,1.4492753623188406%,276,276,280,274,583,23474,651709,504000
PGEO,1055,1.4423076923076923%,1040,1050,1055,1035,1642,92669,9709338,44226435
TALF,705,1.4388489208633095%,695,695,705,680,40,157,10816,954172
INTP,5300,1.4354066985645932%,5225,5250,5325,5250,509,6249,3316998,18184689
PRDA,2860,1.4184397163120568%,2820,2830,2860,2810,687,9867,2804929,2681250
HGII,143,1.4184397163120568%,141,140,143,137,237,11930,165317,929500
CBRE,720,1.4084507042253522%,710,705,725,705,1099,74488,5334092,3267409
SUPA,505,1.4056224899598393%,498,498,510,490,1883,214769,10748088,16946814
FITT,436,1.3953488372093024%,430,426,450,426,523,7619,331384,568663
NEST,730,1.3888888888888888%,720,720,730,720,2284,48981,3551963,3002125
JGLE,73,1.3888888888888888%,72,72,74,70,5305,2384028,17277200,1648479
TMAS,146,1.3888888888888888%,144,144,148,143,523,32449,471130,8329519
PEHA,292,1.3888888888888888%,288,300,300,292,173,6100,179722,245280
LAND,73,1.3888888888888888%,72,72,73,69,1001,164800,1174320,203861
BISI,730,1.3888888888888888%,720,725,740,715,183,3275,238692,2190000
TOWR,442,1.3761467889908259%,436,438,444,436,1825,218583,9613322,26121362
KAEF,448,1.3574660633484164%,442,440,460,440,349,10363,466376,2493832
SAME,302,1.342281879194631%,298,296,302,294,109,4066,121664,5183719
INPC,153,1.3245033112582782%,151,153,155,151,335,34764,530794,3063240
SHID,770,1.3157894736842104%,760,765,785,730,48,345,26062,861881
RICY,79,1.282051282051282%,78,78,79,77,69,5676,44246,50696
LPPS,82,1.2345679012345678%,81,81,83,81,99,2848,23379,212237
UNVR,1640,1.2345679012345678%,1620,1620,1640,1615,3393,82390,13363657,62566000
DGWG,328,1.2345679012345678%,324,322,330,322,2084,120890,3938769,1929412
DATA,1675,1.2084592145015105%,1655,1650,1700,1645,679,15778,2637830,2303125
KLAS,84,1.2048192771084338%,83,84,87,83,1085,141388,1194956,306131
SULI,87,1.1627906976744187%,86,86,88,85,344,35266,305566,549908
BALI,1310,1.1583011583011582%,1295,1285,1310,1260,18,37,4736,5154316
SIDO,352,1.1494252873563218%,348,348,352,348,2182,117938,4126489,10560000
INAI,177,1.1428571428571428%,175,174,179,174,318,9923,175273,112147
HRUM,895,1.1299435028248588%,885,885,910,885,1331,90641,8114250,12098700
SOLA,90,1.1235955056179776%,89,90,92,89,536,60557,546375,295864
FWCT,91,1.1111111111111112%,90,90,92,89,335,25095,226695,178633
GEMA,92,1.098901098901099%,91,91,96,90,542,52095,484796,147200
CNMA,92,1.098901098901099%,91,91,92,90,493,65642,595867,7667740
NAIK,93,1.0869565217391304%,92,91,93,90,273,19378,177389,309636
BVIC,93,1.0869565217391304%,92,93,94,92,190,16618,155259,1695880
TSPC,2800,1.083032490974729%,2770,2770,2800,2760,355,4935,1373225,12627620
ULTJ,1900,1.0638297872340425%,1880,1870,1900,1830,2807,202205,38113300,19756533
ITMG,26500,1.0486177311725453%,26225,26225,26500,26150,2059,11795,31127038,29943013
WIFI,1940,1.0416666666666665%,1920,1925,1955,1910,1993,72942,14128587,10298585
ASII,4900,1.0309278350515463%,4850,4870,4920,4860,6217,207704,101596267,198369410
PTPP,197,1.0256410256410255%,195,195,202,195,619,52712,1045245,1221380
KIOS,100,1.0101010101010102%,99,98,101,98,725,71060,708008,107586
CARE,402,1.0050251256281406%,398,404,408,392,275,5832,232127,13366500
BLUE,3020,1.0033444816053512%,2990,3000,3030,2950,84,1036,308493,1262360
HDFA,102,0.9900990099009901%,101,102,102,100,130,6876,69481,667329
BOBA,206,0.9803921568627451%,204,204,210,204,179,2214,45701,238085
CSIS,206,0.9803921568627451%,204,200,208,200,203,23905,482818,376940
MPMX,1035,0.975609756097561%,1025,1025,1050,1015,764,29161,2999054,4540507
BSIM,1040,0.9708737864077669%,1030,1030,1085,1000,162,1332,137707,20298639
PPRE,105,0.9615384615384616%,104,104,106,103,831,107524,1124169,1073548
HRTA,2130,0.9478672985781991%,2110,2110,2150,2070,3143,60228,12726695,9809209
OMED,214,0.9433962264150944%,212,214,220,212,593,91660,1978988,5790594
SMIL,430,0.9389671361502347%,426,426,436,424,1099,419048,18059841,3763217
TUGU,1645,0.9202453987730062%,1630,1640,1705,1615,1989,90199,14945058,5848922
PART,111,0.9090909090909091%,110,110,119,108,8755,718704,8143356,316416
IPCC,1115,0.904977375565611%,1105,1105,1120,1105,259,3762,418389,2027499
TYRE,112,0.9009009009009009%,111,114,114,110,127,12319,136800,389825
VERN,226,0.8928571428571428%,224,224,226,220,3030,75525,1690620,1077036
TRUS,456,0.8849557522123894%,452,464,464,434,42,190,8472,364800
ATAP,570,0.8849557522123894%,565,570,610,560,350,16809,964926,712500
MPOW,115,0.8771929824561403%,114,115,118,112,2348,73073,837680,93955
DILD,116,0.8695652173913043%,115,115,117,115,457,32110,373482,1202439
JPFA,2320,0.8695652173913043%,2300,2300,2350,2270,5141,207024,47797843,27205654
AISA,117,0.8620689655172413%,116,117,121,115,1399,112566,1327350,1089481
BACA,117,0.8620689655172413%,116,116,121,116,3322,41536,490502,2311159
LUCK,118,0.8547008547008548%,117,117,119,116,321,45332,534547,84458
MERI,119,0.847457627118644%,118,119,121,118,275,17814,211539,123181
KEJU,600,0.8403361344537815%,595,600,610,595,20,252,15181,3375000
OBAT,240,0.8403361344537815%,238,238,268,236,615,18145,453610,163290
ASSA,605,0.8333333333333334%,600,605,615,590,957,68411,4115680,2233138
BBYB,244,0.8264462809917356%,242,242,248,242,1586,291978,7131764,3224943
ESSA,610,0.8264462809917356%,605,610,620,605,6691,824394,50196116,10508455
GMTD,1245,0.8097165991902834%,1235,1225,1245,1205,46,139,16925,1264148
MKTR,125,0.8064516129032258%,124,124,126,122,87,1871,23227,1507554
TBLA,630,0.8%,625,625,635,625,252,12843,808422,3795985
FMII,254,0.7936507936507936%,252,240,254,240,40,459,11282,1625600
BSDE,640,0.7874015748031495%,635,635,650,630,935,68675,4398040,13549674
CHEK,130,0.7751937984496124%,129,129,134,128,290,15733,206360,534733
CDIA,650,0.7751937984496124%,645,650,660,635,4887,406873,26386021,81139094
ARCI,1340,0.7518796992481203%,1330,1330,1345,1305,7928,257032,34148943,33814900
MAIN,670,0.7518796992481203%,665,665,675,665,266,5520,368112,1499963
PEGE,135,0.7462686567164178%,134,135,141,134,1482,194763,2671359,510015
PWON,270,0.7462686567164178%,268,270,272,268,1158,165051,4463323,13003093
SUNI,680,0.7407407407407408%,675,675,680,670,90,2883,194412,1700000
HEAL,680,0.7407407407407408%,675,675,690,675,1286,75429,5133410,10448846
MTWI,272,0.7407407407407408%,270,276,280,260,29,407,11082,795460
MGRO,685,0.7352941176470588%,680,680,690,675,158,38317,2619056,2434795
INOV,137,0.7352941176470588%,136,139,139,135,143,7002,95191,247726
BIPI,139,0.7246376811594203%,138,136,141,136,9887,2798678,38579092,8855717
GPSO,282,0.7142857142857143%,280,282,288,278,1082,502775,14167409,206823
ZONE,715,0.7042253521126761%,710,695,735,680,77,1071,76868,622173
MDKA,2870,0.7017543859649122%,2850,2870,2890,2830,6546,258891,74084824,70237463
RLCO,4340,0.6960556844547563%,4310,4310,4380,4290,764,2938,1271563,13562500
IPCM,290,0.6944444444444444%,288,290,290,286,273,5928,171314,1532595
RATU,4350,0.6944444444444444%,4320,4300,4370,4230,2754,48548,20881231,11810484
SMRA,290,0.6944444444444444%,288,288,296,288,2227,377331,10985875,4787485
PMJS,145,0.6944444444444444%,144,145,147,142,72,2051,29619,1994562
BRMS,735,0.684931506849315%,730,730,740,715,18726,2421755,176400075,104211270
CSAP,296,0.6802721088435374%,294,292,296,292,17,338,9958,1682220
JSPT,1480,0.6802721088435374%,1470,1500,1500,1425,31,60,8750,3431729
RAJA,760,0.6622516556291391%,755,755,775,745,5558,297227,22575663,16062914
CTBN,3050,0.6600660066006601%,3030,3000,3160,3000,59,167,50520,2441133
PEVE,308,0.6535947712418301%,306,308,308,296,179,12418,378415,543813
CMNT,770,0.6535947712418301%,765,770,775,755,475,188714,14475294,13186638
TOTL,1545,0.6514657980456027%,1535,1535,1560,1530,733,18305,2823736,5268450
VOKS,314,0.641025641025641%,312,300,348,282,1237,30499,979888,1304859
BJBR,795,0.6329113924050633%,790,790,795,790,309,10221,810061,8280902
CAKK,161,0.625%,160,165,168,160,112,6425,104426,193731
BIRD,1610,0.625%,1600,1600,1610,1600,704,10385,1663962,4028381
BRPT,1610,0.625%,1600,1605,1670,1600,11274,607261,98832434,150933021
NSSS,810,0.6211180124223602%,805,805,820,790,821,25579,2062286,19279271
LMPI,164,0.6134969325153374%,163,164,165,161,52,1677,27277,165397
PDPP,340,0.591715976331361%,338,350,350,334,94,792,26915,1040856
SPMA,171,0.5882352941176471%,170,172,173,169,61,2462,42143,911500
AVIA,342,0.5882352941176471%,340,340,344,334,1098,88662,3026521,21188116
AALI,8675,0.5797101449275363%,8625,8625,8700,8575,1110,18579,16048505,16696671
GOLF,174,0.5780346820809248%,173,173,177,164,998,57626,975304,3390696
ACES,352,0.5714285714285714%,350,352,352,346,2122,75621,2643434,6026377
BOLA,176,0.5714285714285714%,175,171,178,168,222,18255,312997,1056000
KOBX,177,0.5681818181818182%,176,176,179,175,176,8613,152493,402233
PJHB,177,0.5681818181818182%,176,176,181,176,291,11100,196477,340023
SIPD,905,0.5555555555555556%,900,905,915,855,23,112,9941,1664387
BLOG,364,0.5524861878453038%,362,362,366,360,89,758,27437,1230133
TNCA,182,0.5524861878453038%,181,182,196,180,1060,32172,601043,76738
MPIX,183,0.5494505494505495%,182,183,191,171,4085,408429,7355658,285951
HAIS,184,0.546448087431694%,183,183,187,183,134,3034,55763,483230
IRRA,370,0.5434782608695652%,368,370,376,368,103,2066,76464,592000
TFAS,186,0.5405405405405406%,185,186,190,185,49,1436,27011,310000
APEX,193,0.5208333333333333%,192,192,197,187,953,108483,2077552,684468
KOTA,194,0.5181347150259068%,193,191,198,187,10492,1692239,32594504,2045960
PSGO,195,0.5154639175257731%,194,194,195,189,125,3800,72596,3675750
SCMA,196,0.5128205128205128%,195,196,197,193,1821,226755,4419364,12458682
BFIN,985,0.5102040816326531%,980,980,990,970,1036,83760,8225675,14813793
MORA,5125,0.49019607843137253%,5100,5150,5200,5050,167,1189,608208,244842738
PANR,412,0.4878048780487805%,410,412,412,408,73,712,29138,571650
BTPS,1035,0.48543689320388345%,1030,1030,1040,1025,560,16417,1693769,7893596
BEEF,420,0.4784688995215311%,418,418,438,408,799,43070,1829422,3410505
CBUT,1055,0.4761904761904762%,1050,1050,1080,1020,210,3130,328093,3296875
RSGK,1075,0.46728971962616817%,1070,1070,1140,1055,30,66,7087,999401
LPIN,434,0.4629629629629629%,432,432,436,432,59,515,22319,184450
PANI,5450,0.4608294930875576%,5425,5425,5500,5225,2952,61301,32958623,99132787
BDMN,4440,0.4524886877828055%,4420,4420,4470,4370,716,15940,7055345,42960629
NICL,456,0.4405286343612335%,454,454,466,448,2934,453339,20732134,4849854
ARGO,1155,0.43478260869565216%,1150,1155,1165,1155,82,1105,128382,3666362
PJAA,468,0.4291845493562232%,466,468,468,466,19,339,15849,748800
TINS,4700,0.4273504273504274%,4680,4690,4770,4660,7010,260386,122436088,35004441
STAA,1175,0.4273504273504274%,1170,1170,1190,1160,570,48737,5716475,12811463
ISAT,2370,0.423728813559322%,2360,2360,2420,2320,7408,449371,106706445,76434422
TPMA,476,0.42194092827004215%,474,474,480,472,262,6713,318803,1669532
BBCA,6350,0.3952569169960474%,6325,6400,6400,6325,15297,618120,393453238,774968602
YUPI,1305,0.38461538461538464%,1300,1320,1320,1295,38,146,19056,11150558
SHIP,2710,0.3703703703703704%,2700,2700,2740,2600,108,387,102158,7370631
JSMR,2850,0.35211267605633806%,2840,2850,2890,2820,1234,40490,11549639,20684933
MBSS,2890,0.3472222222222222%,2880,2890,2890,2880,112,5351,1545032,5057577
FAPA,7450,0.33670033670033667%,7425,7450,7450,7450,2,2,1490,27039118
BOGA,1565,0.3205128205128205%,1560,1560,1645,1550,26,129,20091,5952519
CLPI,1610,0.3115264797507788%,1605,1585,1610,1585,98,414,66001,493205
MASB,3300,0.303951367781155%,3290,3280,3300,3280,8,99,32624,4579533
PANS,1655,0.30303030303030304%,1650,1650,1660,1645,103,1541,254778,1191600
SSIA,1725,0.29069767441860467%,1720,1720,1755,1715,3275,123194,21334784,8116555
CITA,3500,0.28653295128939826%,3490,3490,3500,3390,160,1506,520768,13861264
DLTA,1790,0.2801120448179272%,1785,1790,1795,1785,25,118,21120,1433180
TPIA,1830,0.273972602739726%,1825,1830,1860,1810,14457,801998,147234365,158316128
BBNI,3740,0.2680965147453083%,3730,3740,3770,3720,5216,243387,90985789,138097031
RDTX,13125,0.19083969465648853%,13100,13125,13125,13125,1,1,1313,3528000
UNIC,15225,0.1644736842105263%,15200,15225,15225,15025,38,443,670643,5836220
SCNP,156,0%,156,157,159,156,36,2086,32732,390000
BSBK,50,0%,50,50,50,50,55,3355,16775,1254594
GDYR,1125,0%,1125,1125,1125,1125,5,38,4275,461250
STTP,9400,0%,9400,9625,9625,9400,8,10,9513,12314000
IKBI,575,0%,575,575,580,565,263,5724,328612,703800
CRAB,214,0%,214,214,216,212,34,2134,45473,417300
BJTM,520,0%,520,520,525,520,526,19729,1029733,7729978
IKAN,91,0%,91,94,94,91,1157,134887,1242363,75833
ATLA,50,0%,50,50,50,50,38,2627,13135,309979
NIRO,181,0%,181,187,187,180,103,2751,50292,4017996
LCKM,109,0%,109,109,109,109,0,0,0,109000
LPGI,645,0%,645,645,645,635,10,16,1028,1935000
KMDS,525,0%,525,525,525,520,28,307,16104,420000
WTON,78,0%,78,79,79,75,391,60224,465119,679806
BBHI,900,0%,900,900,905,895,654,120329,10829607,19361658
BOAT,138,0%,138,138,141,136,270,15851,218672,483232
JRPT,1120,0%,1120,1115,1120,1100,32,6395,713799,14460005
CITY,179,0%,179,180,184,176,111,2594,46378,967529
NISP,1265,0%,1265,1265,1275,1260,302,56473,7144752,28735457
PGLI,210,0%,210,208,212,202,87,1597,32901,102480
UNIQ,122,0%,122,122,123,119,203,13953,166998,382956
BBLD,670,0%,670,660,695,660,20,910,61344,1102683
BSML,550,0%,550,545,550,540,470,151824,8272311,1017624
REAL,50,0%,50,50,50,50,48,6517,32585,331681
TOOL,71,0%,71,71,72,70,1366,190059,1345235,145551
ACRO,64,0%,64,64,65,63,334,43511,278226,222038
BBMD,1995,0%,1995,1995,1995,1995,0,0,0,8078132
ZYRX,129,0%,129,130,130,127,160,2884,36911,172000
EPAC,50,0%,50,50,50,50,320,41224,206120,165170
IOTF,63,0%,63,62,64,62,589,92244,580782,333289
LPPF,1615,0%,1615,1615,1625,1610,465,6254,1010451,3597056
NETV,50,0%,50,50,50,50,44,1499,7495,2068026
BBRM,119,0%,119,120,122,118,307,20563,244809,1009059
BBRI,3330,0%,3330,3350,3360,3320,19139,1324939,442293086,499644561
VICO,171,0%,171,170,172,167,84,1907,32300,2602120
BBSI,4520,0%,4520,4520,4520,4520,0,0,0,16443652
BBTN,1170,0%,1170,1175,1185,1165,1997,113966,13351779,16256097
IKPM,179,0%,179,179,183,178,43,1297,23256,301555
ALKA,7400,0%,7400,7400,7400,7400,0,0,0,3756721
UNTD,80,0%,80,80,82,79,472,119526,957944,533333
CARS,113,0%,113,113,115,111,215,45278,512953,1695000
HDIT,50,0%,50,50,50,50,30,3216,16080,76234
PTPW,1170,0%,1170,1165,1170,1165,19,131,15264,1027479
CASA,1805,0%,1805,1805,1950,1800,42,251,46343,98329667
EPMT,2630,0%,2630,2690,2700,2630,70,921,244639,7123723
KINO,1405,0%,1405,1395,1410,1360,46,887,122106,2007143
ADCP,50,0%,50,50,50,50,0,0,0,1111111
RALS,386,0%,386,384,388,382,477,34717,1334328,2739056
TCID,2580,0%,2580,2550,2580,2550,3,103,26565,1037504
UFOE,149,0%,149,149,151,147,141,2291,34080,431841
GRPH,137,0%,137,137,137,137,0,0,0,137000
NFCX,1700,0%,1700,1700,1700,1665,4,31,5235,1133335
PPRI,173,0%,173,173,175,166,363,22510,384651,185980
BCAP,50,0%,50,50,50,50,17,1166,5830,2130943
SURE,3000,0%,3000,2990,3000,2990,11,39,11697,4492730
MTDL,505,0%,505,505,510,500,325,14424,728049,6199827
SDRA,214,0%,214,214,214,210,145,5903,124424,3112687
ADHI,133,0%,133,133,133,133,0,0,0,1118212
BKSL,68,0%,68,68,70,67,2338,762196,5199359,11404205
OILS,312,0%,312,312,318,306,893,64871,2011873,141666
CFIN,374,0%,374,370,374,362,200,6728,248920,1490211
BCIP,62,0%,62,62,63,61,307,43929,268990,88655
VRNA,90,0%,90,89,92,88,280,15986,143410,511862
SMMA,20000,0%,20000,19475,20025,19475,16,43,85853,127353294
AMAG,388,0%,388,388,388,386,23,711,27449,1940602
PUDP,272,0%,272,272,272,270,28,865,23429,179281
SMLE,214,0%,214,222,222,202,1920,164310,3418663,498225
MTLA,525,0%,525,525,525,525,5,10,525,4018941
DADA,50,0%,50,50,50,50,46,565,2825,371577
MTMH,950,0%,950,985,985,935,15,56,5295,1965101
BTPN,2350,0%,2350,2350,2360,2300,28,65,15107,24760079
MCOR,69,0%,69,69,70,68,70,11762,81121,2590297
DNAR,131,0%,131,131,131,129,136,10330,133653,2190568
DEPO,240,0%,240,240,248,240,85,1734,42032,1629600
KJEN,166,0%,166,166,171,165,1759,134084,2247968,83000
CSRA,755,0%,755,765,765,730,71,2973,222326,1547750
DRMA,985,0%,985,985,995,975,457,16142,1592976,4635294
CBPE,496,0%,496,496,498,484,42,537,26299,672700
COIN,735,0%,735,735,755,705,3338,182999,13351207,10808824
LIFE,12725,0%,12725,12725,12725,12725,0,0,0,26722500
